N	Speaker ID	Task	Evaluation	Target	Response	Hit	Correct	Target Utterance	Responsed Utterance	Number of Syllables	TargetC	TargetV	RespC	RespV	TargetCManner	TargetCVoice	TargetCPlace	RespCanner	RespVoice	RespPlace	CorrC	CorrV	CorrManner	CorrVoice	CorrPlace	
166	CA016	QL2	H36	te	te	C	1	sa te li te	sa te li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
167	CA016	QL2	H36	li	li	C	1	sa te li te	sa te li te	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
168	CA016	QL2	H36	te	te	C	1	sa te li te	sa te li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
169	CA016	QL2	H36	pe	pe	C	1	pe so	pe so	2	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
170	CA016	QL2	H36	so	so	C	1	pe so	pe so	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
171	CA016	QL2	H36	bi	bi	C	1	bi ra ni	bi ra ni	3	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
172	CA016	QL2	H36	ra	ra	C	1	bi ra ni	bi ra ni	3	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
173	CA016	QL2	H36	ni	ni	C	1	bi ra ni	bi ra ni	3	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
174	CA016	QL2	H36	ti	ti	C	1	ti fe du ne	ti fe du ne	4	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
175	CA016	QL2	H36	fe	fe	C	1	ti fe du ne	ti fe du ne	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
176	CA016	QL2	H36	du	du	C	1	ti fe du ne	ti fe du ne	4	d	u	d	u	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
177	CA016	QL2	H36	ne	ne	C	1	ti fe du ne	ti fe du ne	4	n	e	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
178	CA016	QL2	H36	ti	ti	C	1	ti yo	ti yo	2	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
179	CA016	QL2	H36	yo	yo	C	1	ti yo	ti yo	2	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
180	CA016	QL2	H36	no	no	C	1	no fe	no fe	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
181	CA016	QL2	H36	fe	fe	C	1	no fe	no fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
182	CA016	QL2	H36	pe	pe	C	1	pe ta ti	pe ta ti	3	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
183	CA016	QL2	H36	ta	ta	C	1	pe ta ti	pe ta ti	3	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
184	CA016	QL2	H36	ti	ti	C	1	pe ta ti	pe ta ti	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
185	CA016	QL2	H36	la	la	C	1	la do	la do	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
186	CA016	QL2	H36	do	do	C	1	la do	la do	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
187	CA016	QL2	H36	mu	mu	C	1	mu no	mu no	2	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
188	CA016	QL2	H36	no	no	C	1	mu no	mu no	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
189	CA016	QL2	H36	za	za	C	1	za lu	za lo	2	z	a	z	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
190	CA016	QL2	H36	lu	lo	S	0	za lu	za lo	2	l	u	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	0	1	1	1	
191	CA016	QL2	H36	ka	ka	C	1	ka rro ma to	ka rro ma to	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
192	CA016	QL2	H36	rro	rro	C	1	ka rro ma to	ka rro ma to	4	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
193	CA016	QL2	H36	ma	ma	C	1	ka rro ma to	ka rro ma to	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
194	CA016	QL2	H36	to	to	C	1	ka rro ma to	ka rro ma to	4	t	o	t	o	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
195	CA016	QL2	H36	rri	rri	C	1	rri bu po	rri bu po	3	rr	i	rr	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
196	CA016	QL2	H36	bu	bu	C	1	rri bu po	rri bu po	3	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
197	CA016	QL2	H36	po	po	C	1	rri bu po	rri bu po	3	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
198	CA016	QL2	H36	mu	mu	C	1	mu si na	mu si na	3	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
199	CA016	QL2	H36	si	si	C	1	mu si na	mu si na	3	s	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
200	CA016	QL2	H36	na	na	C	1	mu si na	mu si na	3	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
201	CA016	QL2	H36	de	de	C	1	de ba ti	de ba ti	3	d	e	d	e	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
202	CA016	QL2	H36	ba	ba	C	1	de ba ti	de ba ti	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
203	CA016	QL2	H36	ti	ti	C	1	de ba ti	de ba ti	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
204	CA016	QL2	H36	di	bi	S	0	di ne ro	bi ne ro	3	d	i	b	i	Ocl	Voiced	Coronal	Ocl	Voiced	Frontal	0	1	1	1	0	
205	CA016	QL2	H36	ne	ne	C	1	di ne ro	bi ne ro	3	n	e	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
206	CA016	QL2	H36	ro	ro	C	1	di ne ro	bi ne ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
207	CA016	QL2	H36	ni	ni	C	1	ni fu ba ni	ni fu ba ni	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
208	CA016	QL2	H36	fu	fu	C	1	ni fu ba ni	ni fu ba ni	4	f	u	f	u	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
209	CA016	QL2	H36	ba	ba	C	1	ni fu ba ni	ni fu ba ni	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
210	CA016	QL2	H36	ni	ni	C	1	ni fu ba ni	ni fu ba ni	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
211	CA016	QL2	H36	mo	mo	C	1	mo te	mo te	2	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
212	CA016	QL2	H36	te	te	C	1	mo te	mo te	2	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
213	CA016	QL2	H36	ko	ko	C	1	ko da	ko da	2	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
214	CA016	QL2	H36	da	da	C	1	ko da	ko da	2	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
215	CA016	QL2	H36	ko	ko	C	1	ko zi	ko zi	2	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
216	CA016	QL2	H36	zi	zi	C	1	ko zi	ko zi	2	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
217	CA016	QL2	H36	di	di	C	1	di ku li te	di ku li te	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
218	CA016	QL2	H36	ku	ku	C	1	di ku li te	di ku li te	4	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
219	CA016	QL2	H36	li	li	C	1	di ku li te	di ku li te	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
220	CA016	QL2	H36	te	te	C	1	di ku li te	di ku li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
221	CA016	QL2	H36	ko	ko	C	1	ko pa te	ko pa te	3	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
222	CA016	QL2	H36	pa	pa	C	1	ko pa te	ko pa te	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
223	CA016	QL2	H36	te	te	C	1	ko pa te	ko pa te	3	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
224	CA016	QL2	H36	do	do	C	1	do bo	do bo	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
225	CA016	QL2	H36	bo	bo	C	1	do bo	do bo	2	b	o	b	o	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
226	CA016	QL2	H36	me	me	C	1	me po	me po	2	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
227	CA016	QL2	H36	po	po	C	1	me po	me po	2	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
228	CA016	QL2	H36	no	no	C	1	no che	no che	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
229	CA016	QL2	H36	che	che	C	1	no che	no che	2	ch	e	ch	e	Afic	Vless	Coronal	Afic	Vless	Coronal	1	1	1	1	1	
230	CA016	QL2	H36	fi	fi	C	1	fi lo so fo	fi lo so fo	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
231	CA016	QL2	H36	lo	lo	C	1	fi lo so fo	fi lo so fo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
232	CA016	QL2	H36	so	so	C	1	fi lo so fo	fi lo so fo	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
233	CA016	QL2	H36	fo	fo	C	1	fi lo so fo	fi lo so fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
234	CA016	QL2	H36	pa	pa	C	1	pa do	pa do	2	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
235	CA016	QL2	H36	do	do	C	1	pa do	pa do	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
236	CA016	QL2	H36	ka	ka	C	1	ka yo	ka yo	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
237	CA016	QL2	H36	yo	yo	C	1	ka yo	ka yo	2	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
238	CA016	QL2	H36	ka	ka	C	1	ka pi tu lo	ka pi tu lo	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
239	CA016	QL2	H36	pi	pi	C	1	ka pi tu lo	ka pi tu lo	4	p	i	p	i	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
240	CA016	QL2	H36	tu	tu	C	1	ka pi tu lo	ka pi tu lo	4	t	u	t	u	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
241	CA016	QL2	H36	lo	lo	C	1	ka pi tu lo	ka pi tu lo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
242	CA016	QL2	H36	lu	lu	C	1	lu xa	lu xa	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
243	CA016	QL2	H36	xa	xa	C	1	lu xa	lu xa	2	x	a	x	a	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
244	CA016	QL2	H36	ba	ba	C	1	ba ye	ba ye	2	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
245	CA016	QL2	H36	ye	ye	C	1	ba ye	ba ye	2	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
246	CA016	QL2	H36	ka	ka	C	1	ka ba ye ro	ka ba ye ro	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
247	CA016	QL2	H36	ba	ba	C	1	ka ba ye ro	ka ba ye ro	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
248	CA016	QL2	H36	ye	ye	C	1	ka ba ye ro	ka ba ye ro	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
249	CA016	QL2	H36	ro	ro	C	1	ka ba ye ro	ka ba ye ro	4	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
250	CA016	QL2	H36	ma	ma	C	1	ma nya na	ma nya na	3	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
251	CA016	QL2	H36	nya	nya	C	1	ma nya na	ma nya na	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
252	CA016	QL2	H36	na	na	C	1	ma nya na	ma nya na	3	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
253	CA016	QL2	H36	zi	zi	C	1	zi da	zi da	2	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
254	CA016	QL2	H36	da	da	C	1	zi da	zi da	2	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
255	CA016	QL2	H36	ka	ka	C	1	ka rro nya	ka rro nya	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
256	CA016	QL2	H36	rro	rro	C	1	ka rro nya	ka rro nya	3	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
257	CA016	QL2	H36	nya	nya	C	1	ka rro nya	ka rro nya	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
258	CA016	QL2	H36	bi	bi	C	1	bi ga	bi ga	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
259	CA016	QL2	H36	ga	ga	C	1	bi ga	bi ga	2	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
260	CA016	QL2	H36	mo	mo	C	1	mo pe di ta	mo pe di ta	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
261	CA016	QL2	H36	pe	pe	C	1	mo pe di ta	mo pe di ta	4	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
262	CA016	QL2	H36	di	di	C	1	mo pe di ta	mo pe di ta	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
263	CA016	QL2	H36	ta	ta	C	1	mo pe di ta	mo pe di ta	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
264	CA016	QL3	H36	so	so	C	1	so ri	so ri	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
265	CA016	QL3	H36	ri	ri	C	1	so ri	so ri	2	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
266	CA016	QL3	H36	ye	ye	C	1	ye da	ye da	2	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
267	CA016	QL3	H36	da	da	C	1	ye da	ye da	2	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
268	CA016	QL3	H36	ku	ku	C	1	ku fe	ku fe	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
269	CA016	QL3	H36	fe	fe	C	1	ku fe	ku fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
270	CA016	QL3	H36	so	so	C	1	so ma	so ma	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
271	CA016	QL3	H36	ma	ma	C	1	so ma	so ma	2	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
272	CA016	QL3	H36	ka	ka	C	1	ka ba ye ro	ka ba ye ro	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
273	CA016	QL3	H36	ba	ba	C	1	ka ba ye ro	ka ba ye ro	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
274	CA016	QL3	H36	ye	ye	C	1	ka ba ye ro	ka ba ye ro	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
275	CA016	QL3	H36	ro	ro	C	1	ka ba ye ro	ka ba ye ro	4	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
276	CA016	QL3	H36	be	be	C	1	be na	be na	2	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
277	CA016	QL3	H36	na	na	C	1	be na	be na	2	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
278	CA016	QL3	H36	mu	mu	C	1	mu si ka	mu si ka	3	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
279	CA016	QL3	H36	si	si	C	1	mu si ka	mu si ka	3	s	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
280	CA016	QL3	H36	ka	ka	C	1	mu si ka	mu si ka	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
281	CA016	QL3	H36	bi	di	S	0	bi ku	di ku	2	b	i	d	i	Ocl	Voiced	Frontal	Ocl	Voiced	Coronal	0	1	1	1	0	
282	CA016	QL3	H36	ku	ku	C	1	bi ku	di ku	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
283	CA016	QL3	H36	ka	ka	C	1	ka mi ro	ka mi ro	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
284	CA016	QL3	H36	mi	mi	C	1	ka mi ro	ka mi ro	3	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
285	CA016	QL3	H36	ro	ro	C	1	ka mi ro	ka mi ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
286	CA016	QL3	H36	me	me	C	1	me ze do ra	me ze do ra	4	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
287	CA016	QL3	H36	ze	ze	C	1	me ze do ra	me ze do ra	4	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
288	CA016	QL3	H36	do	do	C	1	me ze do ra	me ze do ra	4	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
289	CA016	QL3	H36	ra	ra	C	1	me ze do ra	me ze do ra	4	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
290	CA016	QL3	H36	ze	ze	C	1	ze bi	ze bi	2	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
291	CA016	QL3	H36	bi	bi	C	1	ze bi	ze bi	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
292	CA016	QL3	H36	ka	ka	C	1	ka xo	ka xo	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
293	CA016	QL3	H36	xo	xo	C	1	ka xo	ka xo	2	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
294	CA016	QL3	H36	pa	pa	C	1	pa li xo	pa li xo	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
295	CA016	QL3	H36	li	li	C	1	pa li xo	pa li xo	3	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
296	CA016	QL3	H36	xo	xo	C	1	pa li xo	pa li xo	3	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
297	CA016	QL3	H36	bi	di	S	0	bi la	di la	2	b	i	d	i	Ocl	Voiced	Frontal	Ocl	Voiced	Coronal	0	1	1	1	0	
298	CA016	QL3	H36	la	la	C	1	bi la	di la	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
299	CA016	QL3	H36	me	me	C	1	me di zi na	me di zi na	4	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
300	CA016	QL3	H36	di	di	C	1	me di zi na	me di zi na	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
301	CA016	QL3	H36	zi	zi	C	1	me di zi na	me di zi na	4	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
302	CA016	QL3	H36	na	na	C	1	me di zi na	me di zi na	4	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
303	CA016	QL3	H36	la	la	C	1	la ti ga fo	la ti ga fo	4	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
304	CA016	QL3	H36	ti	ti	C	1	la ti ga fo	la ti ga fo	4	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
305	CA016	QL3	H36	ga	ga	C	1	la ti ga fo	la ti ga fo	4	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
306	CA016	QL3	H36	fo	fo	C	1	la ti ga fo	la ti ga fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
307	CA016	QL3	H36	no	no	C	1	no fe ba	no fe ba	3	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
308	CA016	QL3	H36	fe	fe	C	1	no fe ba	no fe ba	3	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
309	CA016	QL3	H36	ba	ba	C	1	no fe ba	no fe ba	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
310	CA016	QL3	H36	lu	lu	C	1	lu fo	lu fo	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
311	CA016	QL3	H36	fo	fo	C	1	lu fo	lu fo	2	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
312	CA016	QL3	H36	ta	ta	C	1	ta po di no	ta po di no	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
313	CA016	QL3	H36	po	po	C	1	ta po di no	ta po di no	4	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
314	CA016	QL3	H36	di	di	C	1	ta po di no	ta po di no	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
315	CA016	QL3	H36	no	no	C	1	ta po di no	ta po di no	4	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
316	CA016	QL3	H36	fi	fi	C	1	fi lo so fo	fi lo so fo	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
317	CA016	QL3	H36	lo	lo	C	1	fi lo so fo	fi lo so fo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
318	CA016	QL3	H36	so	so	C	1	fi lo so fo	fi lo so fo	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
319	CA016	QL3	H36	fo	fo	C	1	fi lo so fo	fi lo so fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
320	CA016	QL3	H36	ni	ni	C	1	ni bo fe na	ni bo fe na	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
321	CA016	QL3	H36	bo	bo	C	1	ni bo fe na	ni bo fe na	4	b	o	b	o	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
322	CA016	QL3	H36	fe	fe	C	1	ni bo fe na	ni bo fe na	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
323	CA016	QL3	H36	na	na	C	1	ni bo fe na	ni bo fe na	4	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
324	CA016	QL3	H36	mi	mi	C	1	mi ri ya	mi ri ya	3	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
325	CA016	QL3	H36	ri	ri	C	1	mi ri ya	mi ri ya	3	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
326	CA016	QL3	H36	ya	ya	C	1	mi ri ya	mi ri ya	3	y	a	y	a	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
327	CA016	QL3	H36	zi	zi	C	1	zi bu fe ni	zi bu fe ni	4	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
328	CA016	QL3	H36	bu	bu	C	1	zi bu fe ni	zi bu fe ni	4	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
329	CA016	QL3	H36	fe	fe	C	1	zi bu fe ni	zi bu fe ni	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
330	CA016	QL3	H36	ni	ni	C	1	zi bu fe ni	zi bu fe ni	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
331	CA016	QL3	H36	so	so	C	1	so ga	so ga	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
332	CA016	QL3	H36	ga	ga	C	1	so ga	so ga	2	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
